Name,City,State,Operator,Size_MW,Latitude,Longitude,Status,Electricity_Price,Composite_Score,Classification,Savings_Per_MW,Payback_Years,OPEX_Impact_Pct,Annual_Energy_Cost,Estimated_Savings,EJ_Demographic_Index,EJ_Energy_Burden_Pct,CO2_Avoided_MT,Water_Saved_Gal,Grid_Relief_Pct,Cars_Equivalent,Homes_Equivalent,Missing_Inputs_Note
NEXTDC S7,Eastern Creek,NSW,NEXTDC,550.0,-33.8028,150.8513,Planned,0.28,80.88,Excellent,418202.4,0.007,4.0,2300113200.0,230011320.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NEXTDC S4,Horsley Park,NSW,NEXTDC,350.0,-33.841,150.8529,Construction,0.28,80.87,Excellent,418202.4,0.01,4.0,1463708400.0,146370840.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CWL1 Cardiff,Newport,South Wales,Vantage Data Centers,148.0,51.555,-3.0375,Construction,0.34,80.82,Excellent,507817.2,0.02,4.0,751569456.0,75156945.6,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AirTrunk SYD1,Huntingwood,NSW,AirTrunk,130.0,-33.7799,150.8628,Active,0.28,80.78,Excellent,418202.4,0.028,4.0,543663120.0,54366312.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AirTrunk SYD2,Lane Cove West,NSW,AirTrunk,120.0,-33.8149,151.153,Active,0.28,80.77,Excellent,418202.4,0.03,4.0,501842880.0,50184288.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Echelon DUB20,Arklow,Leinster,Echelon,100.0,52.7935,-6.1518,Construction,0.3,80.75,Excellent,448074.0,0.033,4.0,448074000.0,44807400.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AirTrunk SYD3,Huntingwood,NSW,AirTrunk,110.0,-33.7789,150.8645,Active,0.28,80.75,Excellent,418202.4,0.033,4.0,460022640.0,46002264.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Goldwsworth PArk Trading Estate (LGW14),London,,Digital Realty,84.0,51.51630857391741,-0.1384885615077921,Active,0.34,80.74,Excellent,507817.2,0.035,4.0,426566448.0,42656644.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
LGW14,Woking,London,Digital Realty,84.0,51.323400057859,-0.586313178113241,Active,0.34,80.74,Excellent,507817.2,0.035,4.0,426566448.0,42656644.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Echelon DUB10,Dublin,Leinster,Echelon,90.0,53.3215,-6.3972,Construction,0.3,80.73,Excellent,448074.0,0.037,4.0,403266600.0,40326660.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
SVY01C,San Jose,CA,STACK Infrastructure,100.0,37.40184,-121.895,Active,0.25,80.72,Excellent,373395.0,0.04,4.0,373395000.0,37339500.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Gotspace Norwich Campus,Norwich,CT,Gotspace,96.0,41.5894,-72.1025,Planned,0.2389,80.7,Excellent,356816.26,0.044,4.0,342543611.52,34254361.15,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NEXTDC S3,Artarmon,NSW,NEXTDC,80.0,-33.8095,151.1862,Active,0.28,80.69,Excellent,418202.4,0.045,4.0,334561920.0,33456192.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NEXTDC S5,Macquarie Park,NSW,NEXTDC,80.0,-33.7794,151.1302,Construction,0.28,80.69,Excellent,418202.4,0.045,4.0,334561920.0,33456192.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CA1,Santa Clara,CA,Vantage Data Centers,77.0,37.37,-121.97,Active,0.25,80.66,Excellent,373395.0,0.052,4.0,287514150.0,28751415.0,43.4,2.5,27700.0,319423850.0,0.0229,6021.9,10952.9,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Spring Park,Corsham,South West,Ark Data Centres,55.0,51.41919504,-2.21803301,Active,0.34,80.65,Excellent,507817.2,0.054,4.0,279299460.0,27929946.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Google Dublin 2,Dublin,Leinster,Google,60.0,53.3282,-6.4542,Active,0.3,80.64,Excellent,448074.0,0.056,4.0,268844400.0,26884440.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Tokyo 12,Inzai,Chiba,NTT Data,200.0,35.7825,140.1715,Planned,0.2,80.64,Excellent,298716.0,0.025,4.0,597432000.0,59743200.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Cyrus One DUB 1,Ballybane,,CyrusOne,54.0,53.258428036040755,-8.99539463863907,Active,0.3,80.61,Excellent,448074.0,0.062,4.0,241959960.0,24195996.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Vantage DUB1,Dublin,Leinster,Vantage,52.0,53.3285,-6.4569,Construction,0.3,80.59,Excellent,448074.0,0.064,4.0,232998480.0,23299848.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DC Tuas,Singapore,N/A,Nxera,58.0,1.320632065,103.6572479,Active,0.25,80.57,Excellent,373395.0,0.069,4.0,216569100.0,21656910.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Global Switch Sydney West,Ultimo,NSW,Global Switch,52.0,-33.8815,151.1994,Active,0.28,80.57,Excellent,418202.4,0.069,4.0,217465248.0,21746524.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
LON-1-3,London,N/A,Iron Mountain,41.0,51.5268,-0.633,Construction,0.34,80.56,Excellent,507817.2,0.072,4.0,208205052.0,20820505.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Sin12,Singapore,N/A,Digital Realty,50.0,1.37035,103.966,Construction,0.25,80.51,Excellent,373395.0,0.08,4.0,186697500.0,18669750.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix SY9x,Rosehill,NSW,Equinix,40.0,-33.8268,151.0242,Active,0.28,80.47,Excellent,418202.4,0.09,4.0,167280960.0,16728096.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix DB6x,Dublin,Leinster,Equinix,36.0,53.3929,-6.3801,Construction,0.3,80.45,Excellent,448074.0,0.093,4.0,161306640.0,16130664.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AWS Dublin 3,Dublin,Leinster,Amazon Web Services,36.0,53.3918,-6.3781,Active,0.3,80.45,Excellent,448074.0,0.093,4.0,161306640.0,16130664.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Microsoft DUB14,Dublin,Leinster,Microsoft,36.0,53.3301,-6.4538,Active,0.3,80.45,Excellent,448074.0,0.093,4.0,161306640.0,16130664.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
The Chess Building,Watford,,Capital Land,31.0,51.66426337462903,-0.4073223107509434,Active,0.34,80.44,Excellent,507817.2,0.095,4.0,157423332.0,15742333.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Global Switch Sydney East,Ultimo,NSW,Global Switch,36.0,-33.881,151.199,Active,0.28,80.42,Excellent,418202.4,0.1,4.0,150552864.0,15055286.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
STT 6,Singapore,N/A,ST Telemedia Global Data Centres,40.0,1.378695757,103.9631229,Active,0.25,80.41,Excellent,373395.0,0.1,4.0,149358000.0,14935800.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DC West,Singapore,N/A,Nxera,36.0,1.325230365,103.7216035,Active,0.25,80.36,Excellent,373395.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix DB5x,Dublin,Leinster,Equinix,30.0,53.3925,-6.3805,Active,0.3,80.36,Excellent,448074.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AWS Dublin 1,Dublin,Leinster,Amazon Web Services,30.0,53.3897,-6.2265,Active,0.3,80.36,Excellent,448074.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AWS Dublin 2,Dublin,Leinster,Amazon Web Services,30.0,53.3891,-6.2261,Active,0.3,80.36,Excellent,448074.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Microsoft DUB07,Dublin,Leinster,Microsoft,30.0,53.3294,-6.4528,Active,0.3,80.36,Excellent,448074.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Microsoft DUB08,Dublin,Leinster,Microsoft,30.0,53.3297,-6.4532,Active,0.3,80.36,Excellent,448074.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Google Dublin 1,Dublin,Leinster,Google,30.0,53.3278,-6.4537,Active,0.3,80.36,Excellent,448074.0,0.112,4.0,134422200.0,13442220.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty SYD11,Erskine Park,NSW,Digital Realty,32.0,-33.8159,150.8078,Active,0.28,80.36,Excellent,418202.4,0.112,4.0,133824768.0,13382476.8,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix FR9x,Frankfurt,Hesse,Equinix,40.0,50.1345,8.6843,Active,0.21,80.32,Excellent,313651.8,0.12,4.0,125460720.0,12546072.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NEXTDC S2,Macquarie Park,NSW,NEXTDC,30.0,-33.7782,151.1305,Active,0.28,80.32,Excellent,418202.4,0.12,4.0,125460720.0,12546072.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
YTL Sydney,Auburn,NSW,YTL,30.0,-33.8481,151.0352,Construction,0.28,80.32,Excellent,418202.4,0.12,4.0,125460720.0,12546072.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Microsoft DUB05,Dublin,Leinster,Microsoft,27.0,53.3288,-6.4521,Active,0.3,80.3,Excellent,448074.0,0.124,4.0,120979980.0,12097998.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Microsoft DUB06,Dublin,Leinster,Microsoft,27.0,53.3291,-6.4525,Active,0.3,80.3,Excellent,448074.0,0.124,4.0,120979980.0,12097998.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix TY12x,Inzai,Chiba,Equinix,54.0,35.7802,140.1688,Active,0.2,80.3,Excellent,298716.0,0.093,4.0,161306640.0,16130664.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CDC Eastern Creek 2,Eastern Creek,NSW,CDC,28.0,-33.8017,150.8645,Active,0.28,80.28,Excellent,418202.4,0.128,4.0,117096672.0,11709667.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CyrusOne DUB3,Dublin,Leinster,CyrusOne,26.0,53.3291,-6.4561,Active,0.3,80.27,Excellent,448074.0,0.129,4.0,116499240.0,11649924.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Tokyo 11,Inzai,Chiba,NTT Data,50.0,35.7818,140.1701,Construction,0.2,80.26,Excellent,298716.0,0.1,4.0,149358000.0,14935800.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty DUB15,Dublin,Leinster,Digital Realty,24.0,53.3281,-6.452,Active,0.3,80.22,Excellent,448074.0,0.139,4.0,107537760.0,10753776.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CyrusOne DUB2,Dublin,Leinster,CyrusOne,24.0,53.3285,-6.4556,Active,0.3,80.22,Excellent,448074.0,0.139,4.0,107537760.0,10753776.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
EdgeConneX EDCDUB01,Dublin,Leinster,EdgeConneX,24.0,53.3891,-6.2269,Active,0.3,80.22,Excellent,448074.0,0.139,4.0,107537760.0,10753776.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
GDC CA2,Sacramento,CA,NTT Data,26.1,38.6505161262222,-121.491885551458,Active,0.25,80.15,Excellent,373395.0,0.154,4.0,97456095.0,9745609.5,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
IIJ Shiroi DC Campus,Shiroi,Chiba,IIJ,40.0,35.7903,140.0549,Active,0.2,80.14,Excellent,298716.0,0.126,4.0,119486400.0,11948640.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix FR11x,Frankfurt,Hesse,Equinix,30.0,50.1348,8.6849,Active,0.21,80.12,Excellent,313651.8,0.159,4.0,94095540.0,9409554.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty FRA32,Frankfurt,Hesse,Digital Realty,30.0,50.0843,8.5512,Active,0.21,80.12,Excellent,313651.8,0.159,4.0,94095540.0,9409554.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Frankfurt 4,Frankfurt,Hesse,NTT Data,30.0,50.1429,8.5885,Active,0.21,80.12,Excellent,313651.8,0.159,4.0,94095540.0,9409554.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty NRT14,Inzai,Chiba,Digital Realty,38.0,35.7819,140.1702,Construction,0.2,80.11,Excellent,298716.0,0.132,4.0,113512080.0,11351208.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
LHR13,Chessington,London,Digital Realty,18.0,51.3690669002207,-0.29115616517208,Active,0.34,80.1,Excellent,507817.2,0.164,4.0,91407096.0,9140709.6,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty DUB12,Dublin,Leinster,Digital Realty,20.0,53.3273,-6.4515,Active,0.3,80.08,Excellent,448074.0,0.167,4.0,89614800.0,8961480.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty NRT12,Inzai,Chiba,Digital Realty,36.0,35.7814,140.1698,Active,0.2,80.07,Excellent,298716.0,0.139,4.0,107537760.0,10753776.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Via delle Testuggini (ROM1),Rome,Lazio,Digital Realty,35.6,41.78,12.49,Construction,0.2,80.06,Excellent,298716.0,0.141,4.0,106342896.0,10634289.6,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CDC Eastern Creek 1,Eastern Creek,NSW,CDC,21.0,-33.8012,150.8639,Active,0.28,80.06,Excellent,418202.4,0.171,4.0,87822504.0,8782250.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Echelon LCY10,London,N/A,Echelon Data Centres,17.0,51.49,-0.016,Active,0.34,80.05,Excellent,507817.2,0.174,4.0,86328924.0,8632892.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty SYD10,Erskine Park,NSW,Digital Realty,20.0,-33.8152,150.807,Active,0.28,80.02,Excellent,418202.4,0.179,4.0,83640480.0,8364048.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty DUB9,Dublin,Leinster,Digital Realty,18.0,53.3267,-6.4508,Active,0.3,79.99,Excellent,448074.0,0.186,4.0,80653320.0,8065332.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Frankfurt 1,Frankfurt,Hesse,NTT Data,25.0,50.1422,8.5882,Active,0.21,79.96,Excellent,313651.8,0.191,4.0,78412950.0,7841295.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
SIN10,Singapore,N/A,Digital Realty,20.4,1.32799574657793,103.746036842393,Active,0.25,79.93,Excellent,373395.0,0.197,4.0,76172580.0,7617258.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Microsoft FRA29,Frankfurt,Hesse,Microsoft,24.0,50.1288,8.5719,Active,0.21,79.92,Excellent,313651.8,0.199,4.0,75276432.0,7527643.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Vantage FRA11,Offenbach,Hesse,Vantage,24.0,50.1009,8.7615,Active,0.21,79.92,Excellent,313651.8,0.199,4.0,75276432.0,7527643.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CyrusOne FRA2,Frankfurt,Hesse,CyrusOne,24.0,50.1185,8.7216,Construction,0.21,79.92,Excellent,313651.8,0.199,4.0,75276432.0,7527643.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix SY5,Alexandria,NSW,Equinix,18.0,-33.9167,151.1925,Active,0.28,79.92,Excellent,418202.4,0.199,4.0,75276432.0,7527643.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Macquarie IC3,Macquarie Park,NSW,Macquarie Data Centres,18.0,-33.7775,151.1278,Active,0.28,79.92,Excellent,418202.4,0.199,4.0,75276432.0,7527643.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Keppel DC Dublin 1,Dublin,,Keppel Data Centres,16.0,53.34607647637652,-6.244673219178942,Active,0.3,79.87,Excellent,448074.0,0.209,4.0,71691840.0,7169184.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Keppel Floating DC Singapore,Singapore,N/A,Keppel,19.2,1.381809518,103.9704728,Planned,0.25,79.87,Excellent,373395.0,0.209,4.0,71691840.0,7169184.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Colt Inzai 3,Inzai,Chiba,Colt,27.0,35.7789,140.1668,Active,0.2,79.84,Excellent,298716.0,0.186,4.0,80653320.0,8065332.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty FRA17,Frankfurt,Hesse,Digital Realty,22.0,50.1195,8.7077,Active,0.21,79.83,Excellent,313651.8,0.217,4.0,69003396.0,6900339.6,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
STT 4,Singapore,N/A,ST Telemedia Global Data Centres,18.0,1.292184275,103.7923808,Active,0.25,79.8,Excellent,373395.0,0.223,4.0,67211100.0,6721110.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty NRT10,Inzai,Chiba,Digital Realty,26.0,35.781,140.1695,Active,0.2,79.8,Excellent,298716.0,0.193,4.0,77666160.0,7766616.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NEXTDC S1,Macquarie Park,NSW,NEXTDC,16.0,-33.7785,151.1309,Active,0.28,79.8,Excellent,418202.4,0.224,4.0,66912384.0,6691238.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
DCI SYD02,Eastern Creek,NSW,DCI Data Centers,16.0,-33.8038,150.8629,Active,0.28,79.8,Excellent,418202.4,0.224,4.0,66912384.0,6691238.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Tokyo 10,Mitaka,Tokyo,NTT Data,25.0,35.6832,139.5596,Active,0.2,79.76,Excellent,298716.0,0.201,4.0,74679000.0,7467900.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
SG1,Singapore,N/A,Princeton Digital Group,17.0,1.378496509,103.872924,Active,0.25,79.74,Excellent,373395.0,0.236,4.0,63477150.0,6347715.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix FR7,Frankfurt,Hesse,Equinix,20.0,50.1005,8.6531,Active,0.21,79.72,Excellent,313651.8,0.239,4.0,62730360.0,6273036.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Frankfurt 2,Frankfurt,Hesse,NTT Data,20.0,50.119,8.7075,Active,0.21,79.72,Excellent,313651.8,0.239,4.0,62730360.0,6273036.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
AWS FRA54,Frankfurt,Hesse,Amazon Web Services,20.0,50.1426,8.5876,Active,0.21,79.72,Excellent,313651.8,0.239,4.0,62730360.0,6273036.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
CyrusOne FRA1,Frankfurt,Hesse,CyrusOne,20.0,50.118,8.7211,Active,0.21,79.72,Excellent,313651.8,0.239,4.0,62730360.0,6273036.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty DUB4,Dublin,Leinster,Digital Realty,14.0,53.3258,-6.4498,Active,0.3,79.72,Excellent,448074.0,0.239,4.0,62730360.0,6273036.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Telehouse Tama 5,Tama,Tokyo,KDDI,24.0,35.6258,139.4472,Active,0.2,79.72,Excellent,298716.0,0.209,4.0,71691840.0,7169184.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Hayes,London,N/A,VIRTUS Data Centres,12.0,51.496,-0.4038,Active,0.34,79.69,Excellent,507817.2,0.246,4.0,60938064.0,6093806.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
SDC Manhattan,New York,NY,Sabey Data Centers,18.0,40.71,-74.0,Active,0.2254,79.68,Excellent,336652.93,0.248,4.0,60597527.76,6059752.78,36.3,3.1,7048.5,139135042.0,0.0087,1532.3,2560.4,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Weismullerstrase 1 (FRA15),Frankfurt,,Digital Realty,19.2,50.09474306770035,8.688467893205102,Active,0.21,79.67,Excellent,313651.8,0.249,4.0,60221145.6,6022114.56,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Equinix SY4,Mascot,NSW,Equinix,14.0,-33.9271,151.1862,Active,0.28,79.64,Excellent,418202.4,0.256,4.0,58548336.0,5854833.6,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
STT 3,Singapore,N/A,ST Telemedia Global Data Centres,15.2,1.35056671470412,103.891450242328,Active,0.25,79.6,Excellent,373395.0,0.264,4.0,56756040.0,5675604.0,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty FRA10,Frankfurt,Hesse,Digital Realty,18.0,50.1189,8.7088,Active,0.21,79.59,Excellent,313651.8,0.266,4.0,56457324.0,5645732.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
Digital Realty FRA16,Frankfurt,Hesse,Digital Realty,18.0,50.1194,8.7081,Active,0.21,79.59,Excellent,313651.8,0.266,4.0,56457324.0,5645732.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NTT Frankfurt 3,Frankfurt,Hesse,NTT Data,18.0,50.1425,8.5879,Active,0.21,79.59,Excellent,313651.8,0.266,4.0,56457324.0,5645732.4,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
NEXTDC S6,Artarmon,NSW,NEXTDC,13.0,-33.8101,151.1858,Active,0.28,79.54,Excellent,418202.4,0.276,4.0,54366312.0,5436631.2,,,,,,,,"baseline_pue, load_growth_rate, energy_pct_opex are estimated from industry averages"
